post_number,user,topic,raw,created_at,reply_to_post_number
49,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Erinnert stark an den 10 Punkte-Plan von Ilse Aigner als Landwirtschafts- und Verbraucherschutzministerin. Alles Mist. So werden doch keine Ursachen beseitigt!! Wir müssen endlich aufhören, aus taktischen, oder bündnismotivierten Gründen uns an Kriegen der USA zu beteiligen. Der Wahnsinn hat mit 9/11 angefangen und ging dann im Irakkrieg munter weiter. Hier wurden die Terroristen gezüchtet, die wir heute haben. Nehmt den Menschen die Hoffnung und sie werden sich irgendwann radikalisieren. Unsere Innenminister nutzen dies schamlos aus, um aus Deutschland einen Polizeistaat aufzubauen und die Grundrechte der Bürger zu beschneiden. Der jüngste Datenschutzskandal rund um G20 / BKA hat gezeigt, dass unsere Dienste einfach zu blöd und zu korrupt (kriminell) für dieses Land sind. Ja, ich bin für mehr Polizisten und für mehr Juristen - aber ich frage mich, welche Regierung und Bundesländer haben die denn vorher abgebaut, um Kosten zu sparen und um Banken zu retten, die vorher nicht streng genug reguliert wurden und immer noch, uner der Aufsicht des Staates, selbigen fleißig hinter die Fichte führen (CUM-CUM / CUM-EX-Geschäfte). Schafft mehr Gerechtigkeit in diesem Land, dann gibt es auch weniger Sorge um Terror. - Etwas weniger USA / NATO und weniger Waffen würden Deutschland sehr gut tun - und der Welt.",2017-08-31 08:37:36.895549,NULL
50,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Meinst Du den Gülleimport aus den Niederlanden, der dann hier unsere Böden vergiftet?? Ja, da bin ich auch dagegen. das gehört gesetzlich verboten und die Verursacher (Großbauern) sollten dafür haften. - Außerdem bin ich für mehr Geld für Bildung - vor allen Dingen politische Bildung.",2017-08-31 08:40:10.919536,46
51,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Die Flüchtlingsproblematik würde durch ein offizielles Einwanderungsgesetz wesentlich entspannt werden. - Inoffiziell sind wir seit Jahrzehnten ein Einwandeungsland - offiziell will man dies aber traditionell denkenden Menschen nicht zumuten,2017-08-31 08:45:20.617132,19
52,kayguendel,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Was hatt denn Gerechtigkeit hierzulande mit Terror zu tuen. Wenn es der Islam diesen verückten gebietet verbrechen zu begehen im namen ihres Gottes,da können wir untereinander gerecht sein wie wir wollen. Wir sind für die terroristen unwürdig laut ihrem Glauben, was sol da gegen terror helfen ?",2017-08-31 08:53:58.700008,49
53,Muecke40,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Wenn man sich nicht so viel Terror ins Land holen würde, müsste man nicht so eine Angst haben....",2017-08-31 09:02:12.145316,NULL
54,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Ghettoisierung und gesellschaftliche Ausgrenzung - keine Bildungs- und Arbeitsangebote schaffen die Grundlage für Menschen sich zu radikalisieren Wenn Menschen nur noch ihre Religion bleibt, weil man ihnen alles andere schon genommen hat, weil Verwandte von ihnen in sinnlosen Kriegen abgeschlachtet wurden, werden sie leicht Opfer von mörderischen Organisationen. Ursache und Wirkung. Der Wahnsinn hat gezielt nach 9 / 11 angefangen, als die USA einen Krieg gegen Terrorstaaten und deren Verbündete ausgerufen hatten, ignorierend, dass die meisten Attentäter aus Saudi-Arabien stammten. Merkwürdigrweise hat man dieses Land nicht attackiert, sondern S-A ist nach wie vor einer der wichtigsten Verbündeten im Nahen Osten, insbesondere weil sie erklärte Feinde des Iran sind. Man muss also schon ein wenig tiefer schürfen, wo der Terror herkommt auf dieser Welt und sich wirklich um die Bekämpfung der Ursachen bemühen und nicht nur (typisch Merkel) darüber zu reden. Mit unserer und der europäischen Handelspolitik beuten wir Afrika aus. Wir exportieren billiges Fleisch und machen dadurch regionale Märkte kaputt. Das gleiche gilt für Textilien. Im Gegenzug fischen wir ihnen legal die Fische vor ihren Küsten weg und ""schenken"" ihnen unseren Elektronikmüll. - Wer ohne Perspektive ist, wird sich auf den Weg nach Europa / Deutschland machen. Wer politisch indstrumentalisiert wurde, wird evtl. voller Hass Rache an dem Westen nehmen wollen.",2017-08-31 09:19:13.659381,52
55,etlen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Alles ist besser als gar nichts zu tun und keine Reaktion zu zeigen. Gut finde ich vor allem die Stärkung der Polizei durch mehr Personal. Auch die Vernetzung der Dateien in Europa ist längst überfällig.,2017-08-31 09:34:43.440488,NULL
56,Sudiko,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Also ich finde auch das die Bundeswehr im Inneren gegen das Gesetz verstoßen würde - das die Polizei eine bessere Ausrüstung benötigt ist auf alle Fälle klar! - die die unser Asylrecht missbrauchen, sollten sofort abgeschoben werden, damit andere die es benötigen, eher geholfen wird",2017-08-31 09:49:24.825613,NULL
57,lammar,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Die Bundeswehr im Inern ist grundgesetzwidrig, mehr Überwachung auch. Es ist eine Melange aus Nutzlosem, Rechtswidrigen und Ursachenverkennendem.",2017-08-31 10:01:06.758287,NULL
58,kayguendel,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Sehr gut auf den punkt gebracht- und was ist mit denen die terroristen sind, mit gottes wille, meinst du das es wirklich an Amerika und seinen Kriegen liegt. Bildung ist das Stichwort in den Länder wo der terror herkommt. Also ich bin nicht blöde aber das thema wird anstrengent zuviele variablen soviele Meinungen, wei tief schürfen, ich glaube es geht nicht nur mir so.",2017-08-31 10:39:38.598341,54
59,bart007,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Sicher nicht verkehrt - aber größtenteils aus meiner Sicht Selbstverständlichkeiten. Der Terror ist eine Bedrohung, der man mit geeigneten Mitteln entgegenwirken muss. Es gibt natürlich kein Rezept, mit dem man eine 100%ige Sicherheit schaffen kann, aber durch die genannten Maßnahmen kann man mit Sicherheit das Risiko, insbesondere größerer Anschläge durch mehrere Personen - reduzieren.",2017-08-31 11:05:09.820023,NULL
60,sandracb,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Waffenkauf sollte nicht nur online eingeschränkt werden!! Es ist immernoch zu einfach, sich Waffen zu beschaffen.",2017-08-31 12:03:12.027266,NULL
61,biggi,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Das sind schon einmal gute Ansätze,aber sie sollten noch weiter ausgebaut bzw bei Notwendigkeit abgeändert werden. Aber Bundeswehr im Inneren? Müsste da nicht wie bereits erwähnt das GG geändert werden?",2017-08-31 12:10:54.690838,NULL
62,dana13,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"JA;was zu unternehmen ist schon was,aber wenn nur was vorschlagen und überlegen,das reicht nicht gegen Terroranschläge,mussman natürlich alle gut kontrolieren ,die nach Deutschland kommen,und wenn alle schon wußten das manche Menschen Terroriste sind oder können Terror machen natürlich müssen sofort dien Menschen weg schicken wo sie sein müssen,und nicht warten aud Dokumente ,dann ist schon zu spät .",2017-08-31 13:39:33.689009,NULL
63,flukas,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Ist ein Anfang.Es bleibt abzuwarten,wie das praktisch funktioniert.",2017-08-31 14:01:54.989505,NULL
64,Ewald,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Vom Ansatz her richtig. Auch eine Einbindung der Bundeswehr erachte ich als sinnvoll. Bestimmt besser als die Auslandseinsätze für die anscheinend weder Ausbildung noch Ausrüstung reichen. Von einer Militäraufrüstung ist unbedingt abzuraten. Wenn wir schon so viel Geld für die Bundeswehr ausgeben, so ist das bei einer intensiven Zusammenarbeit mit den Polizeibehörden besser angelegt. Warum brauchen wir immer für alles 2 Strukturen (hier Polizei - da BW). Ganz wichtig ist natürlich eine bundesweite Vernetzung (warum brauchen wir eigentlich 16 Bundesländer?) und eine internationale (EU). Abschieben ohne wenn und aber (natürlich nur die, die kein Aufenthaltsstatus haben). Länder die ihre Landsleute nicht mehr aufnehmen wollen müssen diplomatisch/wirtschaftlich dazu gezwungen werden.",2017-08-31 15:08:24.325889,NULL
65,Tosca,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"stimme voll und ganz zu, besser hätte ich mich zu der Problematik nicht äussern können und wollen.",2017-08-31 15:20:39.778165,31
66,brunolina,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Wenn wir nun alle, Flüchtlinge/Einwanderer mal als Oberbegriff genommen und nicht sortiert in Grüppchen (mit und ohne Berechtigung und wenn ja/nein welche …etc..) – also alle ab dem Zeitpunkt „x“ noch einmal vorladen, damit Sie eine neue Registrierungsnummer bekommen, die mit einem Fingerabdruck verbunden ist, kämen wir sicherlich nicht nur eventuellen Terroristen auf die Spur. Es könnte sich also durchaus auch lohnen … „Weiß der Teufel“, ob mein nachfolgender Vorschlag nicht gegen die Menschenwürde verstößt, gut möglich. Trotzdem: Ich würde jede Leistung nur dann auszahlen, wenn der Fingerabdruck dazu „Ja“ sagt. und sehe auch keinen Hinderungsgrund, warum das nicht ohnehin bei jeder öffentlichen Leistung - egal welcher Art - möglich sein könnte … Doppelte Fingerabdrücke dürfte es dann wohl nicht geben. Ich bin durchaus dafür, dass allen Menschen Hilfe zuteil kommt. Das System muss sich aber auch gegen Missbrauch schützen dürfen und ist umgekehrt auch den dafür Zahlenden letztlich Rechenschaft schuldig. Ok, alles Wunschträume. Ich halte viel von Integration – aber auch von Information. Wer von den Flüchtlingen ist aber wirklich informiert, in welche Kultur er sich integrieren soll. Ist es wirklich die freie Entscheidung der hier Gelandeten? Ich behaupte, wenn es eine Verpflichtung gäbe, unser Grundrecht zu kennen, zu verinnerlichen und als oberstes Gebot anzuerkennen, es zu leben – dass die meisten gar nicht hier bleiben wollten, allerdings alternativlos sind und nun schon einmal hier sind. (Nein, hier trifft das Argument nicht, dass auch viele Deutsche das nicht wirklich können- sie leben schlicht und ergreifend das Meiste schon immer, ohne es gelesen zu haben). Es geht um deutlich unterschiedliche Lebensauffassungen, unterschiedliche Werte und Zielrichtungen. Da ist es durchaus verständlich, dass hier geborene Menschen bei ihrem „Trott“ bleiben wollen und nur gelegentlich – aus freien Stücken – in der Welt herumschnuppern. Als Frau sehe ich das sicher noch ein wenig beängstigender und sehe die minimalen Erfolge der Gleichberechtigung in den kommenden Jahrzehnten deutlich in Gefahr. Nein, ich fürchte sogar, eine deutliche Devolution. Da nutzt eine Frauenquote für – schon sind wir beim nächsten Problem – gut gebildete Frauen, gar nichts. Die nächsten Generationen werden nicht so viele gebildete Frauen hervorbringen (fürchte ich). „Zu meiner Zeit“ war Bildung für alle noch greifbar, erlebbar. Naja, es soll ja auch hier schon wieder Parteien geben, die mit „Frauen zurück an den Herd“ tatsächlich Stimmen fangen können …;-)). ---------- ----------",2017-08-31 15:59:47.013715,NULL
67,anonym8,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Vieles ist sicherlich schwierig umzusetzen aber irgendwo muss man ja erst mal anfangen, um die Sicherheit wieder zu verbessern. Von daher finde ich den Plan im Grunde ganz gut.",2017-08-31 16:09:35.824485,NULL
68,Hexe,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Zum Frühwarnsystem: ich wundere mich schon sehr lange. Wir schaffen es, zum Mond zu fliegen, aber Menschen, die in unser Land ohne Ausweispapiere einreisen wollen/Schutz suchen, die Fingerabdrücke abzunehmen und diese in einer zentralen Datei auszuwerten ist nicht möglich? Wie sollen Gefährder erkannt werden, wenn das System zu langsam und zu bürokratisch ist? Die Idee, ein Frühwarnsystem einzurichten ist gut, wird aber an den trägen Behörden scheitern. Mehr Personal: es ist noch nicht sehr lange her, da wurde die Reiterstaffel in Wuppertal abgeschafft, ebenso auch einige andere Staffeln. Das gab viel Leid, Tränen und Unverständnis. Und schon ein paar Jahre später werden neue Staffeln eingerichtet. Unsere Polizei schiebt Überstunden vor sich her, dass es einem graust. Nicht nur die Polizei muss verstärkt werden, sondern auch der Justizapparat. Um ein Gefühl der Sicherheit im Land zu haben, muss der Bürger sicher sein, dass nicht nur die Bombenleger, sondern auch die kleinen Einbrecher und Diebe gefasst und! verurteilt werden 3. : Gerne. Da so viele Menschen ihre Daten durch das Netz schicken, Payback- oder andere Karten nutzen und, und, und..glaube ich, dass sie Daten, die erfasst werden sollen, schon längst erfasst werden. 4.: Die Bundeswehr wird von den Steuerzahlern finanziert. Warum soll sie nicht unsere innere Sicherheit schützen? Also können Polizei und Bundeswehr miteinander üben. 5.: ja 6.: Es wäre gut, wenn innerhalb Deutschlands die Dateien vernetzt wären. Vielleicht erst einmal daran arbeiten.... 7. So schnell es geht 8.: Ist es das nicht schon bereits? 9.: Wir sind ein reiches Land und es geht uns sehr gut. Dass wir viele Flüchtlinge und/oder Asylsuchende hier haben, hat mich in meiner Lebensweise nicht eingeschränkt. Sobald aber ein Mensch, der hier die Gastfreundschaft genießt, straffällig wird ( damit meine ich nicht! das falsche Ausfüllen eines Formulars), hat er sein Gastrecht verwirkt und soll abgeschoben werden . Mein Fazit: Die einzelnen Punkte sind schön aufgestellt, aber leider sehe ich kein gutes Fundament. Wie konnte ein Amir die Behörden so lange an der Nase herumführen? Warum dauern Anträge manchmal Jahre? Um eine innere Sicherheit zu spüren müssen m. E. die Wege kurz und transparent sein. Polizei und Justiz müssen von Grund auf gestärkt werden. Ob mehr Abschiebungen alles rausreißen""? Ich weiß es nicht. Aber wenn die bestehenden Systeme stark wären, dann könnte man darauf auch aufbauen. Sonst ist der 9 Punkte Plan nur eine Worthülse.",2017-08-31 16:27:53.348132,NULL
69,Sammy,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo holzwurmpaul! Da gebe ich Ihnen vollkommen recht, mit Ihrer Aussage, das die in Berlin alle unfähig sind! Bald sind Wahlen.....natürlich werden da große Versprechen gemacht, die nach der Wahl nicht eingehalten werden! Wie nennt man das noch so schön: Nepper, Schlepper , Bauernfänger. Bislang hat es funktioniert. Ich habe Merkel noch nie meine Stimme gegeben und sie wird sie auch niemals erhalten.",2017-08-31 16:29:35.56907,4
70,brunolina,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Darf ich Dich einmal umarmen ....., also hier ... Ich kann mir überhaupt nicht vorstellen, dass diese Welt sich noch einmal befrieden lässt. Als ich jung war, fürchteten wir eine weltweite Hungersnot in den 90er Jahren etc. (neben dem Atomthema), gingen blauäugig auf die Straße und dachten wirklich, etwas auf den Weg zu bringen. Neben dem Alter kam die Einsicht, dass wir hier alles haben, immer runder werden und es gar niemanden mehr stört, ob - wie jetzt gerade wieder im Jemen - alle 10 Minuten ein Kind an Unterernährung stirbt. Afrika ist eben doch noch sehr weit weg. Oder höre ich da großartiges in den Nachrichten? Ich höre Houston ... - Die meisten von uns Nutzen die Ergebnisse der Bodenschätze Afrikas, der fleissigen Kinderhände für Dies und Jenes und natürlich ist uns auch egal, wie die ""Sachen"" Tiere so leben ... Keiner wird auf den noch so kleinsten Wohlstand wirklich verzichten. Eine bittere Erkenntnis. Wie wollen wir da zu einem friedlichen Miteinander kommen? Über welchen Rohstoff werden wir uns in naher Zukunft richtig streiten, darum kämpfen? Die heutigen Probleme der Flüchtlinge werden den dann lebenden Generationen so vorkommen, wie ""unsere Probleme"" damals ... - Noch eine böse Erkenntnis.",2017-08-31 16:29:37.230109,54
71,Gabriele,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Wahlkampfmodus!!1 Das sind alles Punkte, die bereits seit Monaten von Bevölkerung und einigen Politikern gefordert werden, jedoch nie umgesetzt wurden. Jetzt sind wir ja im Wahlkampfmodus und müssen handeln.... Diese Maßnahmen sind einfach überfällig!",2017-08-31 16:31:02.49618,NULL
72,Linkeslieschen,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Ja, das Thema ist komplex. Es ist aber nun mal eine Tatsache, dass vor 9/11 eine handvoll Terroristen, ohne weitreichende Bedeutung, regional ihr Unwesen getrieben haben. Die Büchse der Pandora wurde von Bush aufgemacht bzw. ihm von seinen kriegstreibenden Neocons eingeredet zu öffnen. Ja, natürlich wird es auch in Deutschland radikalisierte Fanatiker geben, die bereit sind in ihrem religiösen Wahn auch ihres und andere Menschenleben zu opfern. An der Stelle machen mir dann aber mehr unsere Geheimdienst und diese unsäglich unfähigen Innenminister Angst. Wenn man sich 2015 zu Gemüte führt, stellt man fest, dass unsere Behörden immer noch Keilschrift auf Tontafeln üben. Keine einheitlichen Strukturen, keine einheitliche Definition von Stammdaten z.B. Gefährder, keine vernetzten EDV-Systeme, konkurrierende Behörden. Als Resultat dann NSU und Anis Amri. Und Scharfmacher wie TdM und Hermann und die anderen Innenministerfuzzis, die sich dringend einen Polizeistaat wünschen.",2017-08-31 16:34:34.753086,58
